K1 Pt                          K2 Pt                           Phi Pt                         Delta Pt
1.7053592207e-01               3.6529718433e-02               1.8989337498e-01               1.7172265526e-02
2.7831967187e-01               2.2768654729e-01               4.7918216533e-01               2.6824053824e-02
6.5461236835e-01               6.5396821546e-01               1.2905388885e+00               1.8041695327e-02
2.8637766990e-01               2.9024778333e-01               5.6592133282e-01               1.0704120405e-02
4.5616401847e-01               3.3674409701e-01               7.8198256508e-01               1.0925550397e-02
2.6638683269e-01               2.0503615308e-01               4.6290674427e-01               8.5162415087e-03
1.2357775219e-02               2.5597417114e-01               2.5550728626e-01               1.2824660105e-02
5.9275697524e-01               4.8354987686e-01               1.0484579495e+00               2.7848902623e-02
6.7662897716e-01               5.2660462063e-01               1.1793088000e+00               2.3924797744e-02
2.9137293551e-01               2.6323326433e-01               5.3602855671e-01               1.8577643133e-02
4.8810488217e-01               5.7372326834e-01               1.0391067888e+00               2.2721361711e-02
1.3232939927e-01               1.0994691732e-01               8.5205170362e-02               1.5707114623e-01
7.1201141846e-01               8.4008144071e-01               1.5324844228e+00               1.9608436387e-02
2.0860511188e-01               2.5455225443e-01               4.5374098302e-01               9.4163832889e-03
2.2993204859e-01               1.7963090066e-01               3.8577402465e-01               2.3788924599e-02
6.8278765911e-01               6.9135422335e-01               1.3527833961e+00               2.1358486338e-02
1.7022566448e-01               8.8583646509e-02               8.8461587433e-02               1.7034772356e-01
1.6337822252e-01               7.7768114783e-02               8.8274064237e-02               1.5287227307e-01
1.5494901357e-01               1.5031452144e-01               3.0154538282e-01               3.7181521851e-03
1.4746149824e-01               1.6414064665e-01               3.0689732233e-01               4.7048225626e-03
8.1018226300e-01               5.4480455924e-01               1.3414812829e+00               1.3505539332e-02
2.6641082818e-01               6.6218732605e-02               3.0022498357e-01               3.2404577216e-02
7.8413540191e-01               7.6211087948e-01               1.5292259514e+00               1.7020329988e-02
1.5128268069e-01               1.0357142391e-01               8.9208311242e-02               1.6564579335e-01
3.8008202325e-01               2.5535167268e-01               5.9118127380e-01               4.4252422138e-02
1.9074833116e-01               3.4789835129e-02               1.7349100732e-01               5.2047158965e-02
1.9219885970e-01               1.6820854014e-01               2.8808354279e-01               7.2323857047e-02
5.7233575770e-01               7.1799622851e-01               1.2713537687e+00               1.8978217487e-02
4.0133843782e-01               1.2736347880e-01               5.2218606951e-01               6.5158471078e-03
5.9686569257e-01               4.5465174687e-01               1.0252690349e+00               2.6248404508e-02
1.0168383012e-01               1.2365210467e-01               2.1990715416e-02               2.0334521937e-01
3.3425043328e-01               2.1674665514e-01               4.9832461485e-01               5.2672473573e-02
5.8070508624e-02               5.2905925827e-02               1.0100961779e-01               9.9668166570e-03
9.7889586870e-02               1.5983415893e-01               6.2103277498e-02               1.9562046830e-01
7.7676354797e-01               8.2114715520e-01               1.5772904119e+00               2.0620291233e-02
2.1122193599e-01               1.4175820269e-01               2.8287350150e-01               7.0106637170e-02
3.2014636092e-01               2.2048854297e-01               5.1794909676e-01               2.2685807122e-02
2.9668740150e-01               9.6270841191e-02               3.6071215476e-01               3.2246087932e-02
4.1394593901e-01               5.6061547407e-01               9.5417656233e-01               2.0384850751e-02
1.7522577433e-02               4.2761093313e-02               5.5639186374e-02               4.6444843723e-03
9.8112656837e-02               1.6360573035e-01               2.3828334174e-01               2.3435045448e-02
1.5969004999e-01               9.8719247761e-02               2.1877651333e-01               3.9632784417e-02
2.4842310456e-01               3.2101594106e-01               5.1265732249e-01               5.6781723127e-02
1.4666647254e-01               6.9947965297e-02               1.9289900109e-01               2.3715436746e-02
1.5592805297e-01               1.1792793075e-01               2.6621920734e-01               7.6367763813e-03
1.4301460980e-01               2.5789182939e-01               3.8765890530e-01               1.3247533891e-02
1.0948595105e-01               7.4413556478e-02               4.9732900719e-02               1.3416660681e-01
4.3095685683e-02               1.8514248857e-01               1.6324120934e-01               6.4996964912e-02
4.5511841726e-02               5.6861058461e-02               9.8739074148e-02               3.6338260400e-03
1.5968006717e-01               1.1321147180e-01               1.9056179724e-01               8.2329741734e-02
1.3522594314e-01               2.0616730007e-01               3.0338725914e-01               3.8005984063e-02
2.1100604177e-01               9.1448010419e-02               2.6871545916e-01               3.3738593029e-02
8.9361580737e-02               8.4678255383e-02               2.9315849607e-02               1.4472398651e-01
3.1864229234e-01               4.7268749333e-01               7.6854973494e-01               2.2780050726e-02
6.7963656502e-01               7.1360113817e-01               1.3694858319e+00               2.3751871260e-02
9.4497357362e-02               1.2176452671e-01               1.0130005390e-01               1.1496183017e-01
7.6796756728e-02               1.5991607849e-01               1.1414094064e-01               1.2257189457e-01
5.6586441703e-01               6.3609740745e-01               1.1752204302e+00               2.6741394300e-02
2.2455971572e-01               2.5414377195e-02               2.1513542005e-01               3.4838672869e-02
6.8511397012e-02               1.7629901294e-01               1.6518255082e-01               7.9627859134e-02
1.6048227451e-01               9.3634135544e-02               2.0362174952e-01               5.0494660538e-02
4.2421339037e-01               1.9660488158e-01               5.9731894294e-01               2.3499329010e-02
